[cfg] refine4 W=8 mode=film n_lang=2 stages=3 reject=True | pairs 3498 (pos 3222 / neg 276)
[ep0] loss 1.946 | REFINED @0/1/2=[np.float64(3.12), np.float64(18.35), np.float64(37.48)] | base [np.float64(4.28), np.float64(22.88), np.float64(44.9)] | 2309 it/s
[ep15] loss 1.095 | REFINED @0/1/2=[np.float64(5.58), np.float64(30.53), np.float64(49.58)] | base [np.float64(4.28), np.float64(22.88), np.float64(44.9)] | 5580 it/s
[ep16] loss 1.042 | REFINED @0/1/2=[np.float64(5.55), np.float64(27.89), np.float64(49.74)] | base [np.float64(4.28), np.float64(22.88), np.float64(44.9)] | 5601 it/s
[ep17] loss 1.001 | REFINED @0/1/2=[np.float64(5.06), np.float64(30.1), np.float64(48.08)] | base [np.float64(4.28), np.float64(22.88), np.float64(44.9)] | 4981 it/s
[ep18] loss 0.982 | REFINED @0/1/2=[np.float64(5.19), np.float64(29.36), np.float64(48.0)] | base [np.float64(4.28), np.float64(22.88), np.float64(44.9)] | 5317 it/s
[ep19] loss 0.943 | REFINED @0/1/2=[np.float64(5.31), np.float64(29.75), np.float64(49.95)] | base [np.float64(4.28), np.float64(22.88), np.float64(44.9)] | 5414 it/s
[ep20] loss 0.913 | REFINED @0/1/2=[np.float64(4.74), np.float64(28.61), np.float64(48.63)] | base [np.float64(4.28), np.float64(22.88), np.float64(44.9)] | 5471 it/s
[ep21] loss 0.880 | REFINED @0/1/2=[np.float64(4.76), np.float64(28.81), np.float64(50.12)] | base [np.float64(4.28), np.float64(22.88), np.float64(44.9)] | 5452 it/s
[ep22] loss 0.857 | REFINED @0/1/2=[np.float64(4.91), np.float64(29.09), np.float64(49.22)] | base [np.float64(4.28), np.float64(22.88), np.float64(44.9)] | 5431 it/s
[ep23] loss 0.843 | REFINED @0/1/2=[np.float64(4.88), np.float64(29.25), np.float64(49.2)] | base [np.float64(4.28), np.float64(22.88), np.float64(44.9)] | 5362 it/s
[ep24] loss 0.839 | REFINED @0/1/2=[np.float64(4.75), np.float64(28.0), np.float64(49.06)] | base [np.float64(4.28), np.float64(22.88), np.float64(44.9)] | 4928 it/s
[ep25] loss 0.820 | REFINED @0/1/2=[np.float64(5.06), np.float64(28.31), np.float64(49.25)] | base [np.float64(4.28), np.float64(22.88), np.float64(44.9)] | 5389 it/s
[ep26] loss 0.817 | REFINED @0/1/2=[np.float64(4.84), np.float64(28.47), np.float64(49.64)] | base [np.float64(4.28), np.float64(22.88), np.float64(44.9)] | 5122 it/s
[ep27] loss 0.818 | REFINED @0/1/2=[np.float64(4.86), np.float64(28.34), np.float64(49.61)] | base [np.float64(4.28), np.float64(22.88), np.float64(44.9)] | 5705 it/s
[ep28] loss 0.823 | REFINED @0/1/2=[np.float64(4.98), np.float64(28.45), np.float64(49.58)] | base [np.float64(4.28), np.float64(22.88), np.float64(44.9)] | 5885 it/s
[ep29] loss 0.814 | REFINED @0/1/2=[np.float64(4.89), np.float64(28.36), np.float64(49.58)] | base [np.float64(4.28), np.float64(22.88), np.float64(44.9)] | 6155 it/s
[done] r7_w8_rej best REFINED(val) @0/1/2=[np.float64(5.53), np.float64(30.73), np.float64(52.02)] (stage-1 base @2 44.90)
[TEST] r7_w8_rej REFINED @0/1/2=[np.float64(4.35), np.float64(29.67), np.float64(51.43)] | stage-1 base [np.float64(2.79), np.float64(21.65), np.float64(42.83)]
